PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Name	Symbol	Alternate Names	Alternate Symbols	Is VIP	Has Variant Annotation	Cross-references	Has CPIC Dosing Guideline	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
PA302	6324	HGNC:10586	ENSG00000105711	sodium voltage-gated channel beta subunit 1	SCN1B	sodium channel, voltage-gated, type I, beta subunit		Yes	No	Comparative Toxicogenomics Database:6324, Ensembl:ENSG00000105711, GenAtlas:SCN1B, GeneCard:SCN1B, HGNC:HGNC:10586, HumanCyc Gene:HS02803, ModBase:Q07699, NCBI Gene:6324, OMIM:600235, OMIM:604233, OMIM:612838, RefSeq DNA:NG_013359, RefSeq DNA:NT_011109, RefSeq Protein:NP_001028, RefSeq Protein:NP_950238, RefSeq RNA:NM_001037, RefSeq RNA:NM_199037, UCSC Genome Browser:NM_001037, UniProtKB:Q07699, UniProtKB:Q5TZZ4, UniProtKB:Q6TN97	No	chr19	35521555	35531353	35030688	35040449
PA35004	6326	HGNC:10588	ENSG00000136531	sodium voltage-gated channel alpha subunit 2	SCN2A	sodium channel, voltage-gated, type II, alpha subunit	HBSCI, HBSCII, Nav1.2, SCN2A1, SCN2A2	Yes	Yes	Comparative Toxicogenomics Database:6326, Ensembl:ENSG00000136531, GenAtlas:SCN2A2, GeneCard:SCN2A, GeneCard:SCN2A2, HGNC:HGNC:10588, HumanCyc Gene:HS06178, IUPHAR Receptor:579, NCBI Gene:6326, OMIM:182390, OMIM:601219, OMIM:607745, RefSeq DNA:NG_008143, RefSeq DNA:NT_005403, RefSeq Protein:NP_001035232, RefSeq Protein:NP_001035233, RefSeq Protein:NP_066287, RefSeq RNA:NM_001040142, RefSeq RNA:NM_001040143, RefSeq RNA:NM_021007, UCSC Genome Browser:NM_021007, UniProtKB:Q99250	No	chr2	165986659	166248820	165208056	165392310
PA303	6327	HGNC:10589	ENSG00000149575	sodium voltage-gated channel beta subunit 2	SCN2B	sodium channel, voltage-gated, type II, beta subunit		Yes	No	Comparative Toxicogenomics Database:6327, Ensembl:ENSG00000149575, GenAtlas:SCN2B, GeneCard:SCN2B, HGNC:HGNC:10589, HumanCyc Gene:HS07629, ModBase:O60939, NCBI Gene:6327, OMIM:601327, RefSeq DNA:NT_033899, RefSeq Protein:NP_004579, RefSeq RNA:NM_004588, UCSC Genome Browser:NM_004588, UniProtKB:O60939, UniProtKB:Q5U0K8	No	chr11	118033519	118047337	118162804	118176622
PA35005	6328	HGNC:10590	ENSG00000153253	sodium voltage-gated channel alpha subunit 3	SCN3A	sodium channel, voltage-gated, type III, alpha subunit	Nav1.3	Yes	No	Comparative Toxicogenomics Database:6328, Ensembl:ENSG00000153253, GenAtlas:SCN3A, GeneCard:SCN3A, HGNC:HGNC:10590, HumanCyc Gene:HS07898, IUPHAR Receptor:580, ModBase:Q9Y6P4, NCBI Gene:6328, OMIM:182391, RefSeq DNA:NT_005403, RefSeq Protein:NP_001075145, RefSeq Protein:NP_001075146, RefSeq Protein:NP_008853, RefSeq RNA:NM_001081676, RefSeq RNA:NM_001081677, RefSeq RNA:NM_006922, UCSC Genome Browser:NM_006922, UniProtKB:Q9C007, UniProtKB:Q9NY46	No	chr2	165944030	166060577	165087520	165204295
PA130546912	55800	HGNC:20665	ENSG00000166257	sodium voltage-gated channel beta subunit 3	SCN3B	sodium channel, voltage-gated, type III, beta subunit	HSA243396, SCNB3	Yes	No	Comparative Toxicogenomics Database:55800, Ensembl:ENSG00000166257, GeneCard:SCN3B, HGNC:HGNC:20665, HumanCyc Gene:HS09362, ModBase:Q9NY72, NCBI Gene:55800, OMIM:608214, OMIM:613120, RefSeq DNA:NG_016283, RefSeq DNA:NT_033899, RefSeq Protein:NP_001035241, RefSeq Protein:NP_060870, RefSeq RNA:NM_001040151, RefSeq RNA:NM_018400, UCSC Genome Browser:NM_018400, UniProtKB:Q9NY72	No	chr11	123499895	123525315	123629187	123654607
PA35006	6329	HGNC:10591	ENSG00000007314	sodium voltage-gated channel alpha subunit 4	SCN4A	sodium channel, voltage-gated, type IV, alpha subunit	HYKPP, HYPP, Nav1.4, SkM1	Yes	Yes	Comparative Toxicogenomics Database:6329, Ensembl:ENSG00000007314, GenAtlas:SCN4A, GeneCard:SCN4A, HGNC:HGNC:10591, HumanCyc Gene:HS00212, IUPHAR Receptor:581, ModBase:P35499, NCBI Gene:6329, OMIM:168300, OMIM:170400, OMIM:170500, OMIM:603967, OMIM:608390, OMIM:613345, RefSeq DNA:NG_011699, RefSeq DNA:NT_010783, RefSeq Protein:NP_000325, RefSeq RNA:NM_000334, UCSC Genome Browser:NM_000334, UniProtKB:P35499	No	chr17	62015914	62066876	63938554	63972918
PA35007	6330	HGNC:10592	ENSG00000177098	sodium voltage-gated channel beta subunit 4	SCN4B	sodium channel, voltage-gated, type IV, beta subunit	LQT10	Yes	No	Comparative Toxicogenomics Database:6330, Ensembl:ENSG00000177098, GenAtlas:SCN4B, GeneCard:SCN4B, HGNC:HGNC:10592, ModBase:Q8IWT1, NCBI Gene:6330, OMIM:608256, OMIM:611819, RefSeq DNA:NG_011710, RefSeq DNA:NT_033899, RefSeq Protein:NP_001135820, RefSeq Protein:NP_001135821, RefSeq Protein:NP_777594, RefSeq RNA:NM_001142348, RefSeq RNA:NM_001142349, RefSeq RNA:NM_174934, RefSeq RNA:NR_024527, UCSC Genome Browser:NM_174934, UniProtKB:B0YJ93, UniProtKB:Q8IWT1	No	chr11	118004092	118023630	118133377	118152915
PA304	6331	HGNC:10593	ENSG00000183873	sodium voltage-gated channel alpha subunit 5	SCN5A	"""long QT syndrome 3"", ""sodium channel, voltage-gated, type V, alpha subunit"""	CDCD2, CMD1E, CMPD2, HB1, HB2, HBBD, HH1, ICCD, IVF, LQT3, Nav1.5, PFHB1, SSS1	Yes	Yes	Comparative Toxicogenomics Database:6331, Ensembl:ENSG00000183873, GenAtlas:SCN5A, GeneCard:SCN5A, HGNC:HGNC:10593, IUPHAR Receptor:582, ModBase:Q14524, NCBI Gene:6331, OMIM:113900, OMIM:272120, OMIM:600163, OMIM:601144, OMIM:601154, OMIM:603829, OMIM:603830, OMIM:608567, RefSeq DNA:NG_008934, RefSeq DNA:NT_022517, RefSeq Protein:NP_000326, RefSeq Protein:NP_001092874, RefSeq Protein:NP_001092875, RefSeq Protein:NP_001153632, RefSeq Protein:NP_001153633, RefSeq Protein:NP_932173, RefSeq RNA:NM_000335, RefSeq RNA:NM_001099404, RefSeq RNA:NM_001099405, RefSeq RNA:NM_001160160, RefSeq RNA:NM_001160161, RefSeq RNA:NM_198056, UCSC Genome Browser:NM_000335, UniProtKB:Q14524, UniProtKB:Q59H93, UniProtKB:Q86V90	No	chr3	38589553	38691164	38548061	38649673
PA35008	6332	HGNC:10594	ENSG00000136546	sodium voltage-gated channel alpha subunit 7	SCN7A	sodium channel, voltage-gated, type VII, alpha subunit	NaG, Nav2.1, Nav2.2, SCN6A	Yes	No	Comparative Toxicogenomics Database:6332, Ensembl:ENSG00000136546, GenAtlas:SCN7A, GeneCard:SCN7A, HGNC:HGNC:10594, HumanCyc Gene:HS06181, ModBase:Q01118, NCBI Gene:6332, OMIM:182392, RefSeq DNA:NT_005403, RefSeq Protein:NP_002967, RefSeq RNA:NM_002976, UCSC Genome Browser:NM_002976, UniProtKB:Q01118	No	chr2	167260083	167343481	166403573	166494264
PA35009	6334	HGNC:10596	ENSG00000196876	sodium voltage-gated channel alpha subunit 8	SCN8A	sodium channel, voltage gated, type VIII, alpha subunit	CIAT, CerIII, MED, NaCh6, Nav1.6, PN4	Yes	Yes	Comparative Toxicogenomics Database:6334, Ensembl:ENSG00000196876, GenAtlas:SCN8A, GeneCard:SCN8A, HGNC:HGNC:10596, IUPHAR Receptor:583, ModBase:Q9UQD0, NCBI Gene:6334, OMIM:600702, RefSeq DNA:NG_021180, RefSeq DNA:NT_029419, RefSeq Protein:NP_001171455, RefSeq Protein:NP_055006, RefSeq RNA:NM_001177984, RefSeq RNA:NM_014191, RefSeq RNA:XR_110352, UCSC Genome Browser:NM_014191, UniProtKB:Q9UQD0	No	chr12	51984050	52206648	51589959	51812865
PA35010	6335	HGNC:10597	ENSG00000169432	sodium voltage-gated channel alpha subunit 9	SCN9A	sodium channel, voltage-gated, type IX, alpha subunit	ETHA, NE-NA, NENA, Nav1.7, PN1	Yes	Yes	Comparative Toxicogenomics Database:6335, Ensembl:ENSG00000169432, GenAtlas:SCN9A, GeneCard:SCN9A, HGNC:HGNC:10597, HumanCyc Gene:HS09948, IUPHAR Receptor:584, ModBase:Q15858, NCBI Gene:6335, OMIM:133020, OMIM:167400, OMIM:243000, OMIM:603415, OMIM:604403, RefSeq DNA:NG_012798, RefSeq DNA:NT_005403, RefSeq Protein:NP_002968, RefSeq RNA:NM_002977, UCSC Genome Browser:NM_002977, UniProtKB:Q15858	No	chr2	167051695	167232497	166195185	166375987
PA134958437	79005	HGNC:23136	ENSG00000163156	sodium channel modifier 1	SCNM1		MGC3180	Yes	No	Comparative Toxicogenomics Database:79005, Ensembl:ENSG00000163156, GeneCard:SCNM1, HGNC:HGNC:23136, HumanCyc Gene:HS15033, ModBase:Q9BWG6, NCBI Gene:79005, OMIM:608095, RefSeq DNA:NT_004487, RefSeq Protein:NP_001191785, RefSeq Protein:NP_076946, RefSeq RNA:NM_001204856, RefSeq RNA:NM_024041, RefSeq RNA:NR_037937, UniProtKB:Q9BWG6	No	chr1	151138482	151142773	151166022	151170297
PA305	6337	HGNC:10599	ENSG00000111319	sodium channel epithelial 1 subunit alpha	SCNN1A	"""amiloride-sensitive sodium channel subunit alpha"", ""sodium channel epithelial 1 alpha subunit"", ""sodium channel, non-voltage-gated 1 alpha subunit"""	ENaCalpha, SCNN1	Yes	No	Comparative Toxicogenomics Database:6337, Ensembl:ENSG00000111319, GenAtlas:SCNN1A, GeneCard:SCNN1A, HGNC:HGNC:10599, HumanCyc Gene:HS03398, ModBase:P37088, NCBI Gene:6337, OMIM:264350, OMIM:600228, OMIM:613021, RefSeq DNA:NG_011945, RefSeq DNA:NT_009759, RefSeq Protein:NP_001029, RefSeq Protein:NP_001153047, RefSeq Protein:NP_001153048, RefSeq RNA:NM_001038, RefSeq RNA:NM_001159575, RefSeq RNA:NM_001159576, UCSC Genome Browser:NM_001038, UniProtKB:B4E2Q5, UniProtKB:P37088	No	chr12	6456009	6486896	6346843	6377357
PA306	6338	HGNC:10600	ENSG00000168447	sodium channel epithelial 1 subunit beta	SCNN1B	"""Liddle syndrome"", ""amiloride-sensitive sodium channel subunit beta"", ""sodium channel epithelial 1 beta subunit"", ""sodium channel, non-voltage-gated 1, beta subunit"""	ENaCbeta	Yes	Yes	Comparative Toxicogenomics Database:6338, Ensembl:ENSG00000168447, GenAtlas:SCNN1B, GeneCard:SCNN1B, HGNC:HGNC:10600, HumanCyc Gene:HS09761, ModBase:P51168, NCBI Gene:6338, OMIM:177200, OMIM:211400, OMIM:264350, OMIM:600760, RefSeq DNA:NG_011908, RefSeq DNA:NT_010393, RefSeq Protein:NP_000327, RefSeq RNA:NM_000336, UCSC Genome Browser:NM_000336, UniProtKB:B2R812, UniProtKB:P51168	No	chr16	23313591	23392620	23278231	23381299
PA35011	6339	HGNC:10601	ENSG00000162572	sodium channel epithelial 1 subunit delta	SCNN1D	"""sodium channel epithelial 1 delta subunit"", ""sodium channel, non-voltage-gated 1, delta subunit"""	ENaCdelta, dNaCh	Yes	No	Ensembl:ENSG00000162572, GenAtlas:SCNN1D, GeneCard:SCNN1D, HGNC:HGNC:10601, HumanCyc Gene:HS08694, ModBase:P51172, NCBI Gene:6339, OMIM:601328, RefSeq DNA:NT_004350, RefSeq Protein:NP_001123885, RefSeq Protein:NP_002969, RefSeq RNA:NM_001130413, RefSeq RNA:NM_002978, RefSeq RNA:NR_037668, UCSC Genome Browser:NM_002978, UniProtKB:B1PS44, UniProtKB:P51172	No	chr1	1215816	1227409	1280415	1292029
PA307	6340	HGNC:10602	ENSG00000166828	sodium channel epithelial 1 subunit gamma	SCNN1G	"""amiloride-sensitive sodium channel subunit gamma"", ""sodium channel epithelial 1 gamma subunit"", ""sodium channel, non-voltage-gated 1, gamma subunit"""	ENaCgamma, SCNEG	Yes	Yes	Comparative Toxicogenomics Database:6340, Ensembl:ENSG00000166828, GenAtlas:SCNN1G, GeneCard:SCNN1G, HGNC:HGNC:10602, HumanCyc Gene:HS09458, ModBase:Q96TD2, NCBI Gene:6340, OMIM:177200, OMIM:264350, OMIM:600761, OMIM:613071, RefSeq DNA:NG_011909, RefSeq DNA:NT_010393, RefSeq Protein:NP_001030, RefSeq RNA:NM_001039, UCSC Genome Browser:NM_001039, UniProtKB:A5X2V1, UniProtKB:P51170	No	chr16	23194040	23228201	23182719	23216879
PA35012	6341	HGNC:10603	ENSG00000133028	synthesis of cytochrome C oxidase 1	SCO1	"""SCO cytochrome c oxidase assembly protein 1"", ""SCO1 cytochrome c oxidase assembly protein"", ""SCO1, cytochrome c oxidase assembly protein"""	SCOD1	Yes	No	Comparative Toxicogenomics Database:6341, Ensembl:ENSG00000133028, GenAtlas:SCO1, GeneCard:SCO1, HGNC:HGNC:10603, HumanCyc Gene:HS05722, ModBase:O75880, NCBI Gene:6341, OMIM:603644, RefSeq DNA:NG_008228, RefSeq DNA:NT_010718, RefSeq Protein:NP_004580, RefSeq RNA:NM_004589, UCSC Genome Browser:NM_004589, UniProtKB:O75880	No	chr17	10583649	10600885	10679770	10697568
PA35013	9997	HGNC:10604	ENSG00000284194	synthesis of cytochrome C oxidase 2	SCO2	"""SCO cytochrome c oxidase assembly protein 2"", ""SCO2 cytochrome c oxidase assembly protein"", ""SCO2, cytochrome c oxidase assembly protein"""	MYP6, SCO1L	Yes	No	Comparative Toxicogenomics Database:9997, Ensembl:ENSG00000284194, GenAtlas:SCO2, GeneCard:SCO2, HGNC:HGNC:10604, HumanCyc Gene:HS05390, ModBase:O43819, NCBI Gene:9997, OMIM:604272, OMIM:604377, RefSeq DNA:NG_016235, RefSeq DNA:NT_011526, RefSeq Protein:NP_001162580, RefSeq Protein:NP_001162581, RefSeq Protein:NP_001162582, RefSeq Protein:NP_005129, RefSeq RNA:NM_001169109, RefSeq RNA:NM_001169110, RefSeq RNA:NM_001169111, RefSeq RNA:NM_005138, UCSC Genome Browser:NM_005138, UniProtKB:O43819	No	chr22	50961997	50964868	50523568	50526439
PA134972148	60592	HGNC:20335	ENSG00000153130	short coiled-coil protein	SCOC		HRIHFB2072, SCOCO, UNC-69	Yes	No	Comparative Toxicogenomics Database:60592, Ensembl:ENSG00000153130, GeneCard:SCOC, HGNC:HGNC:20335, HumanCyc Gene:HS14457, NCBI Gene:60592, RefSeq DNA:NT_016354, RefSeq Protein:NP_001146918, RefSeq Protein:NP_001146956, RefSeq Protein:NP_001147024, RefSeq Protein:NP_001147057, RefSeq Protein:NP_001147107, RefSeq Protein:NP_001147135, RefSeq Protein:NP_001147162, RefSeq Protein:NP_115936, RefSeq RNA:NM_001153446, RefSeq RNA:NM_001153484, RefSeq RNA:NM_001153552, RefSeq RNA:NM_001153585, RefSeq RNA:NM_001153635, RefSeq RNA:NM_001153663, RefSeq RNA:NM_001153690, RefSeq RNA:NM_032547, UniProtKB:Q9UIL1	No	chr4	141178440	141303710	140257286	140382556
PA134978044	317767	HGNC:20339	ENSG00000258896	short coiled-coil protein pseudogene 1	SCOCP1			Yes	No	Ensembl:ENSG00000258896, GeneCard:SCOCP1, HGNC:HGNC:20339, NCBI Gene:317767, RefSeq DNA:NG_011824	No	chr14	60625677	60628143	60159011	60161425
PA35014	6342	HGNC:10606	ENSG00000116171, ENSG00000251612	sterol carrier protein 2	SCP2			Yes	No	Comparative Toxicogenomics Database:6342, Ensembl:ENSG00000116171, Ensembl:ENSG00000251612, GenAtlas:SCP2, GeneCard:SCP2, HGNC:HGNC:10606, HumanCyc Gene:HS03991, ModBase:P22307, NCBI Gene:6342, OMIM:184755, RefSeq DNA:NG_012211, RefSeq DNA:NT_032977, RefSeq Protein:NP_001007099, RefSeq Protein:NP_001007100, RefSeq Protein:NP_001007101, RefSeq Protein:NP_001007251, RefSeq Protein:NP_001180528, RefSeq Protein:NP_001180529, RefSeq Protein:NP_001180546, RefSeq Protein:NP_002970, RefSeq RNA:NM_001007098, RefSeq RNA:NM_001007099, RefSeq RNA:NM_001007100, RefSeq RNA:NM_001007250, RefSeq RNA:NM_001193599, RefSeq RNA:NM_001193600, RefSeq RNA:NM_001193617, RefSeq RNA:NM_002979, UCSC Genome Browser:NM_002979, UniProtKB:P22307, UniProtKB:Q6NXF4	No	chr1	53392901	53517289	52927229	53051617
PA25788	140856	HGNC:16211	ENSG00000132631	SCP2 sterol binding domain containing 1	SCP2D1	SCP2 sterol-binding domain containing 1, sterol carrier protein 2-like protein	C20orf79, HSD22, dJ1068E13.2	Yes	No	Ensembl:ENSG00000132631, GenAtlas:C20orf79, GeneCard:C20orf79, HGNC:HGNC:16211, ModBase:Q9UJQ7, NCBI Gene:140856, RefSeq DNA:NT_011387, RefSeq Protein:NP_848578, RefSeq RNA:NM_178483, UCSC Genome Browser:NM_178483, UniProtKB:Q9UJQ7	No	chr20	18794370	18795036	18813726	18814392
PA134960711	59342	HGNC:29507	ENSG00000121064	serine carboxypeptidase 1	SCPEP1	retinoid inducible serine carboxypeptidase	RISC	Yes	No	Comparative Toxicogenomics Database:59342, Ensembl:ENSG00000121064, GeneCard:SCPEP1, HGNC:HGNC:29507, HumanCyc Gene:HS04467, ModBase:Q9HB40, NCBI Gene:59342, RefSeq DNA:NT_010783, RefSeq Protein:NP_067639, RefSeq RNA:NM_021626, UniProtKB:Q9H2J9, UniProtKB:Q9HB40	No	chr17	55055468	55084129	56978107	57006768
PA166352101	105377321	HGNC:56851		secretory calcium-binding phosphoprotein proline-glutamine rich 1	SCPPPQ1			Yes	No	HGNC:HGNC:56851, NCBI Gene:105377321	No		0	0	0	0
PA165664478	11341	HGNC:17036	ENSG00000164106	stimulator of chondrogenesis 1	SCRG1	scrapie responsive gene 1	SCRG-1, lincSCRG1	Yes	No	Ensembl:ENSG00000164106, GeneCard:SCRG1, HGNC:HGNC:17036, HumanCyc Gene:HS09014, NCBI Gene:11341, OMIM:603163, RefSeq DNA:NT_016354, RefSeq Protein:NP_009212, RefSeq RNA:NM_007281, UniProtKB:O75711, UniProtKB:Q6FGG5	No	chr4	174309299	174320617	173388148	173486378
PA134936275	23513	HGNC:30377	ENSG00000180900	scribble planar cell polarity protein	SCRIB	scribbled planar cell polarity protein	KIAA0147, SCRB1, Vartul	Yes	No	Comparative Toxicogenomics Database:23513, Ensembl:ENSG00000180900, GeneCard:SCRIB, HGNC:HGNC:30377, HumanCyc Gene:HS11544, ModBase:Q14160, NCBI Gene:23513, OMIM:607733, RefSeq DNA:NT_008046, RefSeq Protein:NP_056171, RefSeq Protein:NP_874365, RefSeq RNA:NM_015356, RefSeq RNA:NM_182706, UniProtKB:A0PJK8, UniProtKB:Q14160	No	chr8	144873090	144897890	143790920	143815379
PA134874373	9805	HGNC:22192	ENSG00000136193	secernin 1	SCRN1		KIAA0193	Yes	No	Comparative Toxicogenomics Database:9805, Ensembl:ENSG00000136193, GeneCard:SCRN1, HGNC:HGNC:22192, HumanCyc Gene:HS13618, NCBI Gene:9805, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_001138985, RefSeq Protein:NP_001138986, RefSeq Protein:NP_001138987, RefSeq Protein:NP_055581, RefSeq RNA:NM_001145513, RefSeq RNA:NM_001145514, RefSeq RNA:NM_001145515, RefSeq RNA:NM_014766, UniProtKB:B4DHM0, UniProtKB:B4DIP5, UniProtKB:Q12765	No	chr7	29959719	30029905	29920103	29990289
PA134964266	90507	HGNC:30381	ENSG00000141295	secernin 2	SCRN2			Yes	No	Ensembl:ENSG00000141295, GeneCard:SCRN2, HGNC:HGNC:30381, HumanCyc Gene:HS13870, NCBI Gene:90507, RefSeq DNA:NT_010783, RefSeq Protein:NP_001138495, RefSeq Protein:NP_612364, RefSeq RNA:NM_001145023, RefSeq RNA:NM_138355, UniProtKB:Q96FV2, UniProtKB:Q9BU04	No	chr17	45915047	45918699	47837681	47841333
PA134974313	79634	HGNC:30382	ENSG00000144306	secernin 3	SCRN3		FLJ23142	Yes	No	Comparative Toxicogenomics Database:79634, Ensembl:ENSG00000144306, GeneCard:SCRN3, HGNC:HGNC:30382, HumanCyc Gene:HS14014, ModBase:Q0VDG4, NCBI Gene:79634, RefSeq DNA:NT_005403, RefSeq Protein:NP_001180457, RefSeq Protein:NP_078859, RefSeq RNA:NM_001193528, RefSeq RNA:NM_024583, UniProtKB:Q0VDG4	No	chr2	175260457	175294303	174395729	174430071
PA35015	83482	HGNC:15950	ENSG00000261678	scratch family transcriptional repressor 1	SCRT1	"""scratch family zinc finger 1"", ""scratch homolog 1, zinc finger protein (Drosophila)"""	DKFZp547F072, ZNF898	Yes	No	Ensembl:ENSG00000261678, GenAtlas:SCRT1, GeneCard:SCRT1, HGNC:HGNC:15950, ModBase:Q9BWW7, NCBI Gene:83482, OMIM:605858, RefSeq DNA:NT_037704, RefSeq Protein:NP_112599, RefSeq RNA:NM_031309, UCSC Genome Browser:NM_031309, UniProtKB:Q9BWW7	No	chr8	145554228	145559943	144330565	144336281
PA35016	85508	HGNC:15952	ENSG00000215397	scratch family transcriptional repressor 2	SCRT2	"""scratch family zinc finger 2"", ""scratch homolog 2, zinc finger protein (Drosophila)"""	ZNF898B	Yes	No	Comparative Toxicogenomics Database:85508, Ensembl:ENSG00000215397, GenAtlas:SCRT2, GeneCard:SCRT2, HGNC:HGNC:15952, ModBase:Q9NQ03, NCBI Gene:85508, RefSeq DNA:NT_011387, RefSeq Protein:NP_149120, RefSeq RNA:NM_033129, UniProtKB:Q9NQ03	No	chr20	642240	656823	661596	676179
PA35017	6343	HGNC:10607	ENSG00000070031	secretin	SCT	prepro-secretin		Yes	No	Comparative Toxicogenomics Database:6343, Ensembl:ENSG00000070031, GenAtlas:SCT, GeneCard:SCT, HGNC:HGNC:10607, HumanCyc Gene:HS00980, ModBase:P09683, NCBI Gene:6343, OMIM:182099, RefSeq DNA:NT_009237, RefSeq Protein:NP_068739, RefSeq RNA:NM_021920, UCSC Genome Browser:NM_021920, UniProtKB:P09683	No	chr11	626313	627173	626095	627692
PA35018	6344	HGNC:10608	ENSG00000080293	secretin receptor	SCTR			Yes	No	Comparative Toxicogenomics Database:6344, Ensembl:ENSG00000080293, GenAtlas:SCTR, GeneCard:SCTR, HGNC:HGNC:10608, HumanCyc Gene:HS01351, IUPHAR Receptor:252, ModBase:P47872, NCBI Gene:6344, OMIM:182098, RefSeq DNA:NT_022135, RefSeq Protein:NP_002971, RefSeq RNA:NM_002980, UCSC Genome Browser:NM_002980, UniProtKB:P47872, UniProtKB:Q8IV17	No	chr2	120197419	120282028	119439843	119524452
PA35019	80274	HGNC:13441	ENSG00000159307	signal peptide, CUB domain and EGF like domain containing 1	SCUBE1	signal peptide, CUB domain, EGF-like 1		Yes	No	Ensembl:ENSG00000159307, GenAtlas:SCUBE1, GeneCard:SCUBE1, HGNC:HGNC:13441, HumanCyc Gene:HS14753, ModBase:Q8IWY4, NCBI Gene:80274, OMIM:611746, RefSeq DNA:NT_011520, RefSeq Protein:NP_766638, RefSeq RNA:NM_173050, UCSC Genome Browser:NM_173050, UniProtKB:Q6ZS56, UniProtKB:Q8IWY4	No	chr22	43599229	43739394	43203223	43343388
PA134908812	57758	HGNC:30425	ENSG00000175356	signal peptide, CUB domain and EGF like domain containing 2	SCUBE2	signal peptide, CUB domain, EGF-like 2	Cegb1, Cegf1, FLJ16792	Yes	No	Ensembl:ENSG00000175356, GeneCard:SCUBE2, HGNC:HGNC:30425, HumanCyc Gene:HS10920, ModBase:Q9NQ36, NCBI Gene:57758, OMIM:611747, RefSeq DNA:NT_009237, RefSeq Protein:NP_001164161, RefSeq Protein:NP_066025, RefSeq RNA:NM_001170690, RefSeq RNA:NM_020974, UniProtKB:Q9NQ36	No	chr11	9041047	9113150	9019500	9091603
PA134977856	222663	HGNC:13655	ENSG00000146197	signal peptide, CUB domain and EGF like domain containing 3	SCUBE3	signal peptide, CUB domain, EGF-like 3	CEGF3, FLJ34743	Yes	No	Ensembl:ENSG00000146197, GeneCard:SCUBE3, HGNC:HGNC:13655, HumanCyc Gene:HS07331, ModBase:Q8IX30, NCBI Gene:222663, RefSeq DNA:NT_007592, RefSeq Protein:NP_689966, RefSeq RNA:NM_152753, UniProtKB:Q8IX30	No	chr6	35181824	35220856	35214047	35253079
PA142670943	642658	HGNC:32322	ENSG00000260428	scleraxis bHLH transcription factor	SCX	scleraxis basic helix-loop-helix transcription factor, scleraxis homolog B (mouse)	SCXA, SCXB, bHLHa41, bHLHa48	Yes	No	Ensembl:ENSG00000260428, GeneCard:SCXB, HGNC:HGNC:32322, ModBase:Q7RTU7, NCBI Gene:642658, RefSeq DNA:NT_008046, RefSeq Protein:NP_001073983, RefSeq RNA:NM_001080514, UniProtKB:Q7RTU7	No	chr8	145321517	145323045	144265060	144268483
PA166181619	112441428	HGNC:34218	ENSG00000284629	small cysteine and glycine repeat containing 1	SCYGR1	keratin associated protein 28-1	KRTAP28-1	Yes	No	Ensembl:ENSG00000284629, HGNC:HGNC:34218, NCBI Gene:112441428	No		0	0	0	0
PA166181628	112441436	HGNC:34221	ENSG00000284622	small cysteine and glycine repeat containing 10 (gene/pseudogene)	SCYGR10	keratin associated protein 28 family pseudogene 2, keratin associated protein 28-910	KRTAP28-10, KRTAP28p2	Yes	No	Ensembl:ENSG00000284622, HGNC:HGNC:34221, NCBI Gene:112441436	No		0	0	0	0
PA166181620	112441435	HGNC:34220	ENSG00000284643	small cysteine and glycine repeat containing 2	SCYGR2	keratin associated protein 28-2	KRTAP28-2	Yes	No	Ensembl:ENSG00000284643, HGNC:HGNC:34220, NCBI Gene:112441435	No		0	0	0	0
PA166181621	112441429	HGNC:34222	ENSG00000284704	small cysteine and glycine repeat containing 3	SCYGR3	keratin associated protein 28-3	KRTAP28-3	Yes	No	Ensembl:ENSG00000284704, HGNC:HGNC:34222, NCBI Gene:112441429	No		0	0	0	0
PA166181622	112441430	HGNC:34223	ENSG00000284631	small cysteine and glycine repeat containing 4	SCYGR4	keratin associated protein 28-4	KRTAP28-4	Yes	No	Ensembl:ENSG00000284631, HGNC:HGNC:34223, NCBI Gene:112441430	No		0	0	0	0
PA166181623	112441437	HGNC:34224	ENSG00000284667	small cysteine and glycine repeat containing 5	SCYGR5	keratin associated protein 28-5	KRTAP28-5	Yes	No	Ensembl:ENSG00000284667, HGNC:HGNC:34224, NCBI Gene:112441437	No		0	0	0	0
